trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,word,colour,congruent,corrAns,key_resp_3.keys,key_resp_3.rt,date,frameRate,expName,session,participant,
,,,,,,,,down,1.08901121068,2018_Aug_22_2258,59.73535154461793,Robot_Voice,001,,
