ID, voice, choice1, t1, s1, choice2, t2, s2, choice3, t3, s3 
dummy,hi,robot_1,0.39485167100065155,3,robot_3,0.32036506100121187,4,robot_4,0.5014375219980138,4dummy,hi,robot_2,0.5875851060045534,2,robot_1,0.5420529719995102,3,robot_3,0.39134300099976826,4dummy,hi,robot_7,0.6368946289949236,2,robot_1,0.39192050099518383,3,robot_3,0.567820138996467,4dummy,hi,robot_1,0.845830913996906,3,robot_3,0.37452992999897106,4,robot_4,0.5271192389991484,4dummy,hi,robot_5,0.5357992999997805,2,robot_1,0.3517434770037653,3,robot_3,0.4464222079986939,4
