trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,task_1,task_1_raw,task_1_duration,task_2,dummy,key_resp_3.keys,key_resp_3.rt,key_resp_.keys,key_resp_.rt,participant,date,frameRate,session,expName,
,,,,,,,,,down,0.8235537679993286,,,,2018_Aug_23_1306,2533.60253748,001,Robot_Voice,
,,,,,,,,,,,escape,3.0534265649994268,,2018_Aug_23_1306,2533.60253748,001,Robot_Voice,
