trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,task_1,task_1_raw,task_1_duration,task_2,dummy,key_resp_3.keys,key_resp_3.rt,session,date,expName,frameRate,participant,
,,,,,,,,,down,0.37409321399991313,001,2018_Aug_23_1243,Robot_Voice,2543.14638609,,
