ID, voice, choice1, t1, s1, choice2, t2, s2, choice3, t3, s3 
dummy,pepper,robot_5,0.45586982100007845,2,robot_1,0.5396530430000439,3,robot_3,0.5977825569998458,4
dummy,g5,robot_1,0.9084542450000299,2,robot_3,0.7317225790000066,4,robot_4,0.6815785579999556,4
dummy,icub,robot_1,0.7361119969998526,2,robot_3,0.6403681589999906,4,robot_4,0.5511885930000062,4
dummy,pr2,robot_1,0.5677766019998671,2,robot_3,0.6963992799999232,3,robot_4,0.575015859000132,4
dummy,sciprr,robot_1,0.5851487610000277,2,robot_3,0.64508894100004,4,robot_4,0.6185050090000459,4
