trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,task_1,task_1_raw,task_1_duration,task_2,dummy,key_resp_3.keys,key_resp_3.rt,session,expName,date,frameRate,participant,
,,,,,,,,,down,0.580572636999932,001,Robot_Voice,2018_Aug_23_1240,2577.94547076,,
