ID, choice1, t1, s1, choice2, t2, s2, choice3, t3, s3 
dummy,robot_5,1.5408323589945212,2,robot_1,0.3435419930028729,3,robot_3,0.4477497690022574,4dummy,robot_3,0.6669539870053995,4,robot_4,0.5912140470027225,4,robot_1,0.47847387899673777,3dummy,robot_2,0.7093674970019492,3,robot_3,0.5027707350018318,4,robot_4,0.5277881209985935,4dummy,robot_1,0.49995174600189785,3,robot_2,0.5750920159989619,2,robot_5,0.48004169699561317,3dummy,robot_1,0.41270135000377195,3,robot_3,0.4377104800005327,4,robot_4,0.5276299370016204,4
