ID, voice, choice1, t1, s1, choice2, t2, s2, choice3, t3, s3 
dummy,pr2,robot_1,1.4007692699997278,2,robot_3,0.5952863720003734,4,robot_4,0.636713575000158,4,button,1.2211687839999286,0,robot_2,2.431038811000235,2
