ID, voice, choice1, t1, s1, choice2, t2, s2, choice3, t3, s3 
dummy,pr2,robot_4,3.3163115209999887,3,robot_1,1.198208644999795,3,button,1.1127990260001752,0,robot_3,0.8097425229998407,4,robot_2,0.5355483210000784,3
dummy,pepper,robot_5,0.7606262520002929,2,robot_3,0.8467395430002398,4,robot_4,0.6093284520002271,4,robot_2,0.6482845430000452,4
