trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,task_1,task_1_raw,task_1_duration,task_2,dummy,key_resp_3.keys,key_resp_3.rt,participant,date,session,frameRate,expName,
,,,,,,,,,down,1.2113439380000273,,2018_Aug_23_1247,001,2538.26884502,Robot_Voice,
