trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_3.keys,key_resp_3.rt,date,frameRate,expName,session,participant,
,,,,down,0.74006053192,2018_Aug_23_0904,60.253529166375074,Robot_Voice,001,,
