trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_3.keys,key_resp_3.rt,response.keys,response.rt,date,frameRate,expName,session,participant,
,,,,down,0.419807840568,,,2018_Aug_23_0905,59.67934129735783,Robot_Voice,001,,
0,0,0,0,,,down,3.38146359025,2018_Aug_23_0905,59.67934129735783,Robot_Voice,001,,
