TestID, UserID, voice, repeated, choice1, t1, choice2, t2, choice3, t3, resetEval, s1, s2, s3 
2,66,training,False,baymax,22.533709522999743,r2d2,10.731499219999932,walle,5.144650270999591,0,5,3,3
2,66,Dublin_M,False,pr2,30.675892057000056,flash,2.764814235000813,poli,1.5735384509998767,0,5,4,2
2,66,Reem_Acapela,False,g5,9.30984466099926,stevie,10.273850617999415,icub,3.3113446589995874,0,3,5,4
2,66,ROS_Festival,False,flash,17.352604684000653,pr2,5.159073617000104,sciprr,1.6276847110002564,0,5,3,2
2,66,Pepper_Default,False,pepper,18.49839001500004
2,66,Pepper_Default,True,stevie,15.362207131000105,icub,3.95527725500051,pepper,0.9911562959996445,0,5,4,2
2,66,Poli_Polly,False,g5,21.526896432000285,pepper,3.4351554909999322,icub,1.7049454230000265,0,5,2,1
2,66,Rome_M,False,poli,8.510691876999772,flash,5.979717487000016,pr2,7.084868566000296,0,3,4,2
2,66,G5_Icub_Acapela,False,pr2,9.500747452000724,flash,5.123974172000089,sciprr,1.1308600029988156,0,5,4,1
2,66,Stevie_Cereproc,False,pr2,5.432109802000923,poli,4.140489865001655,sciprr,2.8152262860003248,0,5,1,2
2,66,Dublin_F,False,stevie,14.65039952099869,poli,1.4679020200001105,icub,5.2972143219994905,0,4,3,1
2,66,syn_Cali_F,False,g5,3.5174660200009384,stevie,5.25772882199999,icub,3.925033596000503,0,5,4,1
2,66,syn_Rome_F,False,stevie,5.3413701850004145,g5,11.186859429000833,pepper,2.3124176539986365,0,5,4,1
2,66,syn_Cali_M,False,flash,10.338372584999888,pr2,3.39972434000083,poli,1.513638587000969,0,4,3,2
2,66,syn_Dublin_F,False,stevie,5.648174439000286
2,66,syn_Dublin_F,True,g5,6.372366195999348,icub,13.147839471001134,pepper,2.499583654998787,0,5,4,2
2,66,Flash_Cereproc,False,icub,12.99116421600047,stevie,6.12358125100036
2,66,Flash_Cereproc,True,icub,10.775362751999637,g5,8.427639404999354,pepper,6.471910258998832,0,4,4,2
2,66,SCIPRR_Cepstral,False,g5,9.282799257000079,stevie,1.495827407001343,pepper,3.8107257960000425,0,4,3,2
2,66,syn_Rome_M,False,poli,5.4813848930007225,pr2,3.0180255039995245,flash,2.111721494999074,0,5,3,2
2,66,PR2_Cepstral,False,pr2,5.164588724001078,flash,4.586327097000321,sciprr,2.9169440069999837,0,5,4,2
2,66,Rome_F,False,stevie,9.262075624999852,icub,3.612464095998803,pepper,1.3616235030003736,0,5,4,2
2,66,Cali_F,False,icub,3.6067103519999364,pepper,1.5936165889997937,stevie,1.12720127799912,0,5,4,2
2,66,Cali_M,False,sciprr,4.250960463999945,poli,7.003379355999641,flash,1.5482732069995109,0,5,1,4
2,66,syn_Dublin_M,False,pr2,5.822103037999113,flash,1.1145689779987151,poli,0.744321479998689,0,5,3,2
