TestID, UserID, voice, choice1, t1, choice2, t2, choice3, t3, reset, s1, s2, s3 
1,kjpj,training,r2d2,1.159811412999943,pr2,0.4337162019999141,sciprr,0.28831483500016475,0,4,4,4
