ID, voice, choice1, t1, s1, choice2, t2, s2, choice3, t3, s3 
dummy,icub,robot_5,6.042729203996714,2,robot_1,0.3113305639999453,3,robot_3,0.39311438000004273,4
dummy,sciprr,robot_1,0.5377300799955265,3,robot_3,0.3247394720019656,4,robot_4,0.4548922809990472,4
dummy,pepper,robot_1,1.7175470599977416,3,robot_3,0.36592719000327634,4,robot_4,0.48850494399812305,4
