voice1,task_1_raw,task_1_duration,task_2,task_2_raw,task_2_duration,old,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_3.keys,key_resp_3.rt,response.keys,response.rt,session,expName,date,frameRate,participant,
,,,,,,,,,,,down,1.0175074500000392,,,001,Robot_Voice,2018_Aug_23_1129,2498.22251465,,
sounds/pepper_sydney/sentence_10.wav,2,3,None,None,None,None,0,0,0,6,,,down,0.7739795100001174,001,Robot_Voice,2018_Aug_23_1129,2498.22251465,,
sounds/pepper_sydney/sentence_11.wav,1,2,None,None,None,None,0,1,1,7,,,down,0.7861272109998936,001,Robot_Voice,2018_Aug_23_1129,2498.22251465,,
sounds/pepper_sydney/sentence_06.wav,1,2,sounds/pepper_sydney/sentence_03,3.0,4.0,None,0,2,2,2,,,down,2.989093855999954,001,Robot_Voice,2018_Aug_23_1129,2498.22251465,,
sounds/pepper_sydney/sentence_09.wav,2,3,None,None,None,None,0,3,3,5,,,down,2.8439382310000383,001,Robot_Voice,2018_Aug_23_1129,2498.22251465,,
sounds/pepper_sydney/sentence_14.wav,1,2,None,None,None,None,0,4,4,10,,,down,4.121222251000063,001,Robot_Voice,2018_Aug_23_1129,2498.22251465,,
sounds/pepper_sydney/sentence_07.wav,2,3,None,None,None,None,0,5,5,3,,,down,0.44026163299986365,001,Robot_Voice,2018_Aug_23_1129,2498.22251465,,
sounds/pepper_sydney/sentence_08.wav,1,2,None,None,None,None,0,6,6,4,,,down,0.3344520250000187,001,Robot_Voice,2018_Aug_23_1129,2498.22251465,,
sounds/pepper_sydney/sentence_04.wav,1,2,sounds/pepper_sydney/sentence_01,2.0,3.0,None,0,7,7,0,,,down,2.2536433630000374,001,Robot_Voice,2018_Aug_23_1129,2498.22251465,,
