2.4721 	WARNING 	User requested fullscreen with size [1440  810], but screen is actually [1920, 1080]. Using actual size
2.7104 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([ 0.,  0.,  0.]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7fa53cbcd860>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stereo=False, units='norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
2.7104 	EXP 	window1: recordFrameIntervals = False
2.7150 	EXP 	window1: recordFrameIntervals = True
2.7193 	WARNING 	t of last frame was 0.69ms (=1/1449)
2.7203 	EXP 	window1: recordFrameIntervals = False
2.7681 	EXP 	Created instText = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='instText', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text='What is your user code?\n', units='norm', win=Window(...), wrapWidth=1)
2.7728 	EXP 	Created target = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='target', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text='default text', units='norm', win=Window(...), wrapWidth=1)
2.7749 	EXP 	Sound  set volume 1.000
2.7769 	EXP 	instText: autoDraw = True
3.4655 	DATA 	Keypress: down
3.4737 	EXP 	Imported sounds.xlsx as conditions, 14 conditions, 5 params
3.4741 	EXP 	Created sequence: random, trialTypes=14, nReps=1, seed=None
3.4745 	EXP 	New trial (rep=0, index=0): OrderedDict([('task_1', 'sounds/pepper_sydney/sentence_13.wav'), ('task_1_raw', 1), ('task_1_duration', 2), ('task_2', None), ('dummy', 'sounds/pepper_sydney/sentence_05.wav')])
3.4792 	EXP 	instText: autoDraw = False
3.4792 	EXP 	target: text = 'default text'
3.9758 	EXP 	target: autoDraw = True
5.3141 	DATA 	Keypress: down
5.3153 	EXP 	New trial (rep=0, index=1): OrderedDict([('task_1', 'sounds/pepper_sydney/sentence_15.wav'), ('task_1_raw', 1), ('task_1_duration', 2), ('task_2', None), ('dummy', 'sounds/pepper_sydney/sentence_05.wav')])
5.3197 	EXP 	target: autoDraw = False
5.3197 	EXP 	target: text = 'default text'
5.8167 	EXP 	target: autoDraw = True
6.5766 	DATA 	Keypress: down
6.5774 	EXP 	New trial (rep=0, index=2): OrderedDict([('task_1', 'sounds/pepper_sydney/sentence_07.wav'), ('task_1_raw', 2), ('task_1_duration', 3), ('task_2', None), ('dummy', 'sounds/pepper_sydney/sentence_05.wav')])
6.5816 	EXP 	target: autoDraw = False
6.5816 	EXP 	target: text = 'default text'
7.0786 	EXP 	target: autoDraw = True
7.3930 	DATA 	Keypress: down
7.3940 	EXP 	New trial (rep=0, index=3): OrderedDict([('task_1', 'sounds/pepper_sydney/sentence_05.wav'), ('task_1_raw', 2), ('task_1_duration', 3), ('task_2', 'sounds/pepper_sydney/sentence_02.wav'), ('dummy', 'sounds/pepper_sydney/sentence_05.wav')])
7.4049 	EXP 	target: autoDraw = False
7.4049 	EXP 	target: text = 'sounds/pepper_sydney/sentence_02.wav'
7.8952 	EXP 	target: autoDraw = True
9.0113 	DATA 	Keypress: down
9.0123 	EXP 	New trial (rep=0, index=4): OrderedDict([('task_1', 'sounds/pepper_sydney/sentence_06.wav'), ('task_1_raw', 1), ('task_1_duration', 2), ('task_2', 'sounds/pepper_sydney/sentence_03.wav'), ('dummy', 'sounds/pepper_sydney/sentence_05.wav')])
9.0193 	EXP 	target: autoDraw = False
9.0193 	EXP 	target: text = 'sounds/pepper_sydney/sentence_03.wav'
9.5136 	EXP 	target: autoDraw = True
9.8733 	DATA 	Keypress: down
9.8741 	EXP 	New trial (rep=0, index=5): OrderedDict([('task_1', 'sounds/pepper_sydney/sentence_16.wav'), ('task_1_raw', 1), ('task_1_duration', 2), ('task_2', None), ('dummy', 'sounds/pepper_sydney/sentence_05.wav')])
