TestID, UserID, voice, choice1, t1, choice2, t2, choice3, t3, reset, s1, s2, s3 
2,ho,training,r2d2,0.8731891840000117,pepper,0.6787754309999627,sciprr,0.362284112999987,0,4,2,3
