trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,task_1,task_1_raw,task_1_duration,task_2,dummy,key_resp_3.keys,key_resp_3.rt,key_resp_.keys,key_resp_.rt,rating.response,rating.rt,rating_2.response,rating_2.rt,frameRate,session,expName,date,participant,
,,,,,,,,,down,0.8397669819996736,,,,,,,2482.90334876,001,Robot_Voice,2018_Aug_23_1257,,
,,,,,,,,,,,escape,48.76814146800007,,,,,2482.90334876,001,Robot_Voice,2018_Aug_23_1257,,
,,,,,,,,,,,,,None,None,,,2482.90334876,001,Robot_Voice,2018_Aug_23_1257,,
,,,,,,,,,,,,,,,None,None,2482.90334876,001,Robot_Voice,2018_Aug_23_1257,,
