word,colour,congruent,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_3.keys,key_resp_3.rt,response.keys,response.corr,response.rt,date,frameRate,expName,session,participant,
,,,,,,,,down,0.540877203577,,,,2018_Aug_22_2310,59.9186091885777,Robot_Voice,001,,
red,green,0,down,0,0,0,1,,,down,1,6.00161178963,2018_Aug_22_2310,59.9186091885777,Robot_Voice,001,,
