trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,task_1,task_1_raw,task_1_duration,task_2,dummy,key_resp_3.keys,key_resp_3.rt,key_resp_.keys,rating.response,rating.rt,date,frameRate,session,participant,expName,
,,,,,,,,,down,0.6620747770002708,,,,2018_Aug_23_1256,2566.44329168,001,,Robot_Voice,
,,,,,,,,,,,None,,,2018_Aug_23_1256,2566.44329168,001,,Robot_Voice,
,,,,,,,,,,,,7,5.364,2018_Aug_23_1256,2566.44329168,001,,Robot_Voice,
