TestID, UserID, voice, choice1, t1, choice2, t2, choice3, t3, reset, s1, s2, s3 
1,conor_test,training,r2d2,2.0648120560000507,pepper,0.5895612709999796,sciprr,0.5888386440000204,0,5,4,4
1,conor_test,Cali_M,pr2,3.56444486099997,sciprr,1.854511316000071,pepper,0.4876788829999441,0,4,3,4
1,conor_test,Cali_F,g5,1.2139806949999183,poli,0.3440935870000885,flash,0.3962635790001059,0,4,4,3
2,conor_test,training,r2d2,0.948495198000046,pr2,1.388590845000067,flash,1.7282673440000735,0,4,5,4
2,conor_test,Cali_M,g5,2.4650767199998427,icub,0.5402465360000406,stevie,0.23349735400006466,0,4,3,2
2,conor_test,Cali_F,flash,2.4348323639999307,icub,1.0487651269997968,stevie,0.3965886540001975,0,4,4,4
