TestID, UserID, voice, repeated, choice1, t1, choice2, t2, choice3, t3, resetEval, s1, s2, s3 
2,81,training,False,r2d2,13.846516124001937,walle,2.617389916002139,c3p0,3.162440066000272,0,4,3,3
2,81,syn_Cali_F,False,pepper,17.336522970999795,icub,10.736508779998985,g5,1.9619848000002094,0,4,2,1
2,81,Cali_F,False,poli,17.943080925997492,sciprr,3.322183747000963,icub,2.535661961999722,0,2,1,1
2,81,Reem_Acapela,False
2,81,Reem_Acapela,True,icub,12.830530634997558,g5,6.373515387000225,stevie,5.262333761998889,0,4,3,2
2,81,Pepper_Default,False,icub,18.601858981000987,pepper,8.891665790000843,g5,7.691402038999513,0,5,4,3
2,81,PR2_Cepstral,False,poli,8.94871564999994,pr2,3.1863383299969428,sciprr,1.2566890230009449,0,5,4,4
2,81,Poli_Polly,False,g5,16.450115412997548,stevie,1.894579498002713,poli,3.56781238700205,0,3,2,2
2,81,syn_Rome_M,False,pr2,6.050162168001407,sciprr,0.5070202690003498,poli,5.227939066997351,0,5,5,3
2,81,Stevie_Cereproc,False,stevie,31.137829489998694,pepper,6.213355180996587,g5,2.579468531002931,0,5,4,4
2,81,G5_Icub_Acapela,False,flash,1.4500532959973498,pr2,9.577108249999583,poli,1.433098870998947,0,5,4,2
2,81,syn_Dublin_M,False,poli,16.297371931999805,pr2,1.8201826059994346,g5,16.293995171999995,0,4,3,3
2,81,Cali_M,False,stevie,12.431547140000475,pepper,6.335323893003078,g5,13.755300316002831,0,4,3,2
2,81,ROS_Festival,False,poli,15.899300971999764,sciprr,1.1292864800016105,icub,11.714341541999602,0,4,3,3
2,81,syn_Dublin_F,False,g5,15.831977394002024,stevie,11.967669831999956,sciprr,8.305676736999885,0,4,4,1
2,81,SCIPRR_Cepstral,False,flash,5.849097223999706,pr2,5.711800562999997,g5,0.6103738450001401,0,4,3,3
2,81,Dublin_M,False,stevie,7.283392280001863,pr2,8.707532256998093,g5,5.34844276000149,0,4,2,2
2,81,syn_Rome_F,False,poli,11.694874439999694,sciprr,4.136249847997533,pepper,0.07548056700034067,0,5,3,3
2,81,Rome_M,False,icub,6.617511770000419,pepper,2.672501054999884,g5,1.5706100130009872,0,4,3,2
2,81,Flash_Cereproc,False,pepper,13.965797885000939,g5,39.29659263400026,icub,3.6864798569986306,0,4,3,3
2,81,Rome_F,False,icub,42.2141475410026,flash,4.4118307789976825,sciprr,2.458434103999025,0,4,4,3
2,81,syn_Cali_M,False,sciprr,9.246582112002216,pepper,0.4224459149991162,g5,0.9555536350017064,0,4,2,2
2,81,Dublin_F,False,stevie,5.770106848998694,poli,1.6444404309986567,pr2,1.687113424999552,0,2,2,2
