trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,word,colour,congruent,corrAns,key_resp_3.keys,key_resp_3.rt,date,frameRate,expName,session,participant,
,,,,,,,,down,0.414379547838,2018_Aug_22_2255,60.10541900744792,Robot_Voice,001,,
