trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,task_1,task_1_raw,task_1_duration,task_2,dummy,key_resp_3.keys,key_resp_3.rt,expName,participant,frameRate,date,session,
,,,,,,,,,down,0.9975529829998777,Robot_Voice,,2332.87080242,2018_Aug_23_1215,001,
