voice1,task_1_raw,task_1_duration,task_2,task_2_raw,task_2_duration,old,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_3.keys,key_resp_3.rt,response.keys,response.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,s,0.473420077062,,,2018_Aug_23_0953,None,Robot_Voice,001,,
sounds/pepper_sydney/sentence_04.wav,1,2,None,None,None,sounds/pepper_sydney/sentence_15.wav,0,0,0,11,,,right,6.05517862916,2018_Aug_23_0953,None,Robot_Voice,001,,
