trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,voice1,task_1_raw,task_1_duration,task_2,task_2_raw,task_2_duration,old,key_resp_3.keys,key_resp_3.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,down,0.48424666105,2018_Aug_23_0945,None,Robot_Voice,001,,
