word,colour,congruent,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_3.keys,key_resp_3.rt,response.keys,response.corr,response.rt,date,frameRate,expName,session,participant,
,,,,,,,,down,1.05484150735,,,,2018_Aug_22_2300,59.990266891372485,Robot_Voice,001,,
blue,red,0,left,0,0,0,5,,,down,0,0.742069446304,2018_Aug_22_2300,59.990266891372485,Robot_Voice,001,,
green,green,1,down,0,1,1,2,,,down,1,0.32017334535,2018_Aug_22_2300,59.990266891372485,Robot_Voice,001,,
