trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,task_1,task_1_raw,task_1_duration,robot_1,robot_2,key_resp_3.keys,key_resp_3.rt,frameRate,expName,participant,session,date,
,,,,,,,,,down,0.6773719619995973,2384.30687388,Robot_Voice,,001,2018_Aug_23_1331,
