trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,word,colour,congruent,corrAns,key_resp_3.keys,key_resp_3.rt,date,frameRate,expName,session,participant,
,,,,,,,,down,0.824811138758,2018_Aug_22_2305,60.08146972764976,Robot_Voice,001,,
