TestID, UserID, voice, choice1, t1, choice2, t2, choice3, t3, reset, s1, s2, s3 
1,conor,Cali_M,stevie,0.7004927379998662,pr2,0.37300670200011155,sciprr,0.8687795650002954,0,4,4,4
1,conor,Cali_F,icub,0.48361710100016353,stevie,0.26741925499982244,pr2,0.37275634100024035,0,4,1,4
