trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,voice1,task_1_raw,task_1_duration,task_2,task_2_raw,task_2_duration,old,key_resp_3.keys,key_resp_3.rt,expName,date,participant,frameRate,session,
,,,,,,,,,,,down,1.063277054000082,Robot_Voice,2018_Aug_23_1127,,2430.12598013,001,
