TestID, UserID, voice, repeated, choice1, t1, choice2, t2, choice3, t3, resetEval, s1, s2, s3 
2,84,training,False,r2d2,6.116215219000878,chappie,5.639936262999981,c3p0,1.8180795879998186,0,5,3,5
2,84,Dublin_F,False,icub,28.9840224949985,poli,12.211285248999047,sciprr,1.289683151000645,0,4,3,2
2,84,syn_Dublin_M,False,pr2,19.478040725000028,flash,3.446195089003595,g5,1.7546190909997676,0,5,4,3
2,84,Flash_Cereproc,False,icub,17.324561091998476,pepper,1.1440363789988623,poli,4.808499410999502,0,5,3,2
2,84,Cali_M,False,g5,12.030368003001058,stevie,3.216261535999365,sciprr,0.6736845269988407,0,5,4,3
2,84,ROS_Festival,False,pr2,7.090248507000069,poli,4.7371325669992075,sciprr,0.5382958539994434,0,5,4,4
2,84,syn_Dublin_F,False,poli,5.30055935999917,icub,9.476285577999079,pepper,7.251120340002672,0,5,3,3
2,84,SCIPRR_Cepstral,False,flash,17.299135926001327,pr2,8.917774246998306,poli,0.40197047399851726,0,4,3,2
2,84,syn_Rome_F,False,poli,9.258486054000969,pr2,3.162125119000848,flash,0.3025815680011874,1
2,84,syn_Rome_F,True,poli,2.4224410110000463,pr2,3.3608765579992905,flash,3.3156455409989576,0,5,3,2
2,84,G5_Icub_Acapela,False,g5,7.992352269000548,stevie,5.953891708999436,sciprr,0.75360017300045,0,5,4,2
2,84,Cali_F,False,icub,3.238521880000917,pepper,4.907163946001674,stevie,0.599865972999396,0,2,1,1
2,84,Pepper_Default,False,icub,1.9993726450011309,pepper,6.041816822998953,stevie,2.1861391519996687,0,4,3,1
2,84,Rome_M,False,stevie,4.382641959000466,flash,5.575085991000378,g5,2.761049658001866,0,4,3,2
2,84,Reem_Acapela,False,pr2,8.867312202000903,pepper,0.9889866289995553,poli,8.272735067999747,0,4,3,2
2,84,Dublin_M,False,g5,5.4231222399976104,flash,2.6897781739971833,stevie,1.2123235709987057,0,3,2,1
2,84,syn_Cali_F,False,poli,6.7925757890006935,pr2,3.504978007000318,sciprr,0.59183592699992,0,4,3,2
2,84,syn_Rome_M,False,pr2,2.070087546999275,poli,1.2718006340001011,sciprr,0.6917639040002541,0,5,4,3
2,84,Poli_Polly,False,pepper,1.6305960179997783,icub,2.1563359339997987,poli,4.289367632998619,0,5,4,4
2,84,Stevie_Cereproc,False,g5,1.9186538069989183,flash,4.264122259002761,pr2,0.8359634150001511,0,4,3,2
2,84,Rome_F,False,icub,3.841107832002308,pepper,0.4136581769998884,stevie,3.5630771659998572,0,2,2,1
2,84,syn_Cali_M,False,g5,3.3780107040001894,flash,1.9620758719975129,pr2,1.1796520800016879,0,3,3,2
2,84,PR2_Cepstral,False,poli,3.699719993001054,pr2,0.7768263500001922,sciprr,0.4159506619980675,0,5,5,4
