ID, voice, choice1, t1, s1, choice2, t2, s2, choice3, t3, s3 
dummy,pepper,robot_1,6.763557940999817,2,robot_3,0.6627281010000843,4,robot_4,0.6098939059997974,4,robot_5,1.4646875829998862,2
dummy,pr2,robot_3,3.130591964999894,4,robot_4,0.9314113659997929,4,robot_2,0.5132419790002132,3,robot_6,1.597822984999766,2
