trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,task_1,task_1_raw,task_1_duration,task_2,dummy,key_resp_3.keys,key_resp_3.rt,key_resp_.keys,key_resp_.rt,rating.response,rating.rt,rating_2.response,rating_2.rt,expName,session,date,participant,frameRate,
,,,,,,,,,down,0.3195416769995063,,,,,,,Robot_Voice,001,2018_Aug_23_1300,,2582.75735649,
,,,,,,,,,,,escape,2.0079175060000125,,,,,Robot_Voice,001,2018_Aug_23_1300,,2582.75735649,
,,,,,,,,,,,,,None,None,,,Robot_Voice,001,2018_Aug_23_1300,,2582.75735649,
,,,,,,,,,,,,,,,None,None,Robot_Voice,001,2018_Aug_23_1300,,2582.75735649,
