ID, voice, choice1, t1, s1, choice2, t2, s2, choice3, t3, s3 
dummy,sciprr,robot_1,1.4848570419999874,3,robot_3,0.606746242000014,4,robot_5,1.1679858180000053,2
dummy,pepper,robot_1,0.9748554399999989,3,robot_5,0.6804572910000104,1,robot_2,0.742447876,3
dummy,pr2,robot_1,0.9402964489999874,3,robot_3,0.5593582740000045,4,robot_4,0.6603338889999861,4
dummy,g5,robot_1,0.8097988590000114,2,robot_3,0.6060740209999835,4,robot_4,1.0627067050000107,4
dummy,icub,robot_1,0.7840084329999968,3,robot_2,0.514606256999997,4,robot_3,0.42936686199999485,4
