ID, choice1, t1, s1, choice2, t2, s2, choice3, t3, s3 
dummy,robot_5,0.8827149779972387,3,robot_3,0.686694368996541,4,robot_4,0.495591744002013,4dummy,robot_1,0.5342644170013955,3,robot_2,0.6877680460020201,3,robot_6,1.087672241999826,2
