voice1,task_1_raw,task_1_duration,test,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_3.keys,key_resp_3.rt,response.keys,response.rt,frameRate,session,date,participant,expName,
,,,,,,,,down,0.6150745750001079,,,2582.52990813,001,2018_Aug_23_1135,,Robot_Voice,
sounds/pepper_sydney/sentence_08.wav,1,2,sounds/pepper_sydney/sentence_05.wav,0,0,0,4,,,down,1.3020910069999445,2582.52990813,001,2018_Aug_23_1135,,Robot_Voice,
sounds/pepper_sydney/sentence_17.wav,1,2,sounds/pepper_sydney/sentence_05.wav,0,1,1,13,,,down,1.491032900999926,2582.52990813,001,2018_Aug_23_1135,,Robot_Voice,
sounds/pepper_sydney/sentence_10.wav,2,3,sounds/pepper_sydney/sentence_05.wav,0,2,2,6,,,down,1.876065323000148,2582.52990813,001,2018_Aug_23_1135,,Robot_Voice,
sounds/pepper_sydney/sentence_15.wav,1,2,sounds/pepper_sydney/sentence_05.wav,0,3,3,11,,,down,1.8665466649999871,2582.52990813,001,2018_Aug_23_1135,,Robot_Voice,
sounds/pepper_sydney/sentence_12.wav,2,3,sounds/pepper_sydney/sentence_05.wav,0,4,4,8,,,down,1.5460014690002026,2582.52990813,001,2018_Aug_23_1135,,Robot_Voice,
sounds/pepper_sydney/sentence_09.wav,2,3,sounds/pepper_sydney/sentence_05.wav,0,5,5,5,,,down,1.6716820239998924,2582.52990813,001,2018_Aug_23_1135,,Robot_Voice,
sounds/pepper_sydney/sentence_11.wav,1,2,sounds/pepper_sydney/sentence_05.wav,0,6,6,7,,,down,1.3608891509998102,2582.52990813,001,2018_Aug_23_1135,,Robot_Voice,
