trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,task_1,task_1_raw,task_1_duration,robot_1,robot_2,key_resp_3.keys,key_resp_3.rt,date,session,frameRate,participant,expName,
,,,,,,,,,down,0.7264133339995169,2018_Aug_23_1333,001,2127.33775777,,Robot_Voice,
