trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,word,colour,congruent,corrAns,key_resp_2.keys,key_resp_2.rt,date,frameRate,expName,session,participant,
,,,,,,,,down,1.04724166068,2018_Aug_22_2203,59.62427800058336,Robot_Voice,001,,
