TestID, UserID, voice, repeated, choice1, t1, choice2, t2, choice3, t3, resetEval, s1, s2, s3 
1,29,training,False,r2d2,7.7591956020005455,walle,1.3609366959990439,chappie,4.2341649909994885,0,5,2,4
1,29,syn_Rome_M,False,flash,4.763734561000092,pr2,4.737841307000053,poli,2.4813658469993243,0,4,5,3
1,29,Flash_Cereproc,False,icub,2.5646112040012667,pepper,3.4213401050001266,g5,1.162349971000367,0,4,2,3
1,29,Dublin_F,False,icub,2.2553317889996833,pepper,1.134165428000415,sciprr,2.816453884001021,0,4,3,4
1,29,syn_Dublin_M,False,stevie,4.032467098999405,sciprr,1.0239743020010792,pepper,2.0777511939995748,0,4,5,3
1,29,Poli_Polly,False,g5,1.644968153001173,flash,1.3358666399999493,pr2,2.3823918190009863,0,5,5,3
1,29,Pepper_Default,False,icub,4.395186658000966,g5,2.5307884419999027,poli,2.514903976001733,0,2,4,5
1,29,Rome_F,False,icub,4.033695784999509,pepper,1.9072204499989311,g5,1.778730390000419,0,5,3,2
1,29,Rome_M,False,pr2,3.035308456999701,flash,0.7300818799994886,sciprr,1.2678027399997518,0,5,5,3
1,29,ROS_Festival,False,pepper,1.524364045000766,pr2,2.0784038090005197,sciprr,0.3551791760000924,0,5,4,5
1,29,Reem_Acapela,False,icub,1.1906139900002017,pepper,6.27107044100012,g5,1.0604036870008713,0,5,2,2
1,29,Stevie_Cereproc,False,flash,0.9965133160003461,pr2,1.323565310000049,sciprr,0.26251428699833923,0,3,3,5
1,29,Cali_M,False,poli,1.6049008489990229,stevie,1.7073490000002494,pr2,1.200633888000084,0,4,3,2
1,29,syn_Cali_F,False,icub,1.0451160929987964,pepper,1.7410663880000357,flash,4.086501382000279,0,4,4,3
1,29,G5_Icub_Acapela,False,pr2,1.1693366920007975,sciprr,0.48770909999984724,stevie,0.771854059999896,0,5,3,5
1,29,Cali_F,False,icub,0.7758588420001615,pepper,1.0518002259996138,g5,1.6932156359998771,0,4,4,4
1,29,syn_Dublin_F,False,icub,1.9039348420010356,poli,2.684763834000478,pepper,2.5144705519996933,0,4,4,1
1,29,syn_Cali_M,False,sciprr,0.6655790349996096,pr2,1.0993405170011101,flash,0.2642022270010784,0,5,4,2
1,29,syn_Rome_F,False,icub,2.3343595759997697,stevie,1.828909586998634,pepper,0.1901146099990001,0,4,4,2
1,29,PR2_Cepstral,False,sciprr,1.389635029998317,pr2,1.45099470400055,poli,0.9529355760005274,0,4,3,4
1,29,Dublin_M,False,sciprr,2.1324644989999797,stevie,1.1081194300004427,poli,2.3610848170010286,0,3,5,2
1,29,SCIPRR_Cepstral,False,icub,0.6281517259994871,pepper,3.9446575600013603,g5,1.767999036999754,0,4,5,2
