ID, voice, choice1, t1, s1, choice2, t2, s2, choice3, t3, s3 
dummy,pepper,robot_3,0.8196200820000286,10,robot_1,1.071721714999967,10,robot_5,1.3058164739999256,10,3,3,3
dummy,pr2,robot_7,2.703163027999949,10,robot_6,0.48417665700003454,10,robot_4,0.8645808570000781,10,5,3,1
