trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,word,colour,congruent,corrAns,key_resp_3.keys,key_resp_3.rt,date,frameRate,expName,session,participant,
,,,,,,,,down,0.555823463445,2018_Aug_23_0917,60.3835097234536,Robot_Voice,001,,
