trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_3.keys,key_resp_3.rt,response.keys,response.rt,date,frameRate,expName,session,participant,
,,,,down,0.591526794677,,,2018_Aug_23_0905,None,Robot_Voice,001,,
0,0,0,0,,,down,2.66901980847,2018_Aug_23_0905,None,Robot_Voice,001,,
