trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,task_1,task_1_raw,task_1_duration,task_2,dummy,key_resp_3.keys,key_resp_3.rt,frameRate,expName,participant,session,date,
,,,,,,,,,down,0.5374130070003957,2386.6120609,Robot_Voice,,001,2018_Aug_23_1244,
