ID, voice, choice1, t1, s1, choice2, t2, s2, choice3, t3, s3 
dummy,pepper,robot_7,1.5757852380011172,10,robot_5,0.6660138410006766,10
dummy,pepper,robot_3,0.7293269859983411,10,robot_4,0.5458197599982668,10,robot_2,1.0989705989995855,10
