word,colour,congruent,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_3.keys,key_resp_3.rt,response.keys,response.corr,response.rt,date,frameRate,expName,session,participant,
,,,,,,,,down,0.539096853043,,,,2018_Aug_22_2250,60.04301977489008,Robot_Voice,001,,
blue,red,0,left,0,0,0,5,,,down,0,2.87649104357,2018_Aug_22_2250,60.04301977489008,Robot_Voice,001,,
green,blue,0,right,0,1,1,3,,,down,0,1.22068214664,2018_Aug_22_2250,60.04301977489008,Robot_Voice,001,,
