TestID, UserID, voice, repeated, choice1, t1, choice2, t2, choice3, t3, resetEval, s1, s2, s3 
1,23,training,False,walle,10.99834256899976,chappie,0.77102436999985,baymax,3.9498012640001434,0,4,4,2
1,23,Rome_M,False
1,23,Rome_M,True,pr2,7.515632943000128,sciprr,2.9161859750001895,flash,1.9543404060000285,0,4,2,2
1,23,Pepper_Default,False
1,23,Pepper_Default,True,icub,4.900853608000034,poli,10.640354960999957,pepper,4.8443987180003205,0,4,2,2
1,23,Dublin_F,False
1,23,Dublin_F,True,sciprr,12.982534560000204,pr2,0.7983504510002604,poli,3.9553744740001093,0,2,2,2
1,23,Flash_Cereproc,False
1,23,Flash_Cereproc,True,pr2,4.626991695000015,flash,3.2109709209998982,poli,0.9120195639998201,0,1,1,1
1,23,Dublin_M,False,stevie,2.3872805529999823,sciprr,4.518154798000069,pr2,5.0549091870002485,0,4,3,2
1,23,Reem_Acapela,False,pr2,2.27668161199972,poli,2.089894548000302,icub,6.045676579999963,0,4,2,3
1,23,syn_Rome_F,False,g5,7.621117633000267,poli,1.3143481460001567,pr2,2.9862688219996016,0,4,4,3
1,23,PR2_Cepstral,False,poli,6.56732404100012,sciprr,7.451754870000059,pr2,7.111527827000373,0,4,2,2
1,23,syn_Cali_M,False,poli,11.3909779290002,pr2,3.022287999999662,flash,3.3627157109999644,0,4,3,2
1,23,Poli_Polly,False,pepper,2.7862974210001994,poli,5.225821665999774,g5,1.82736458699992,0,3,3,2
1,23,Cali_F,False,poli,3.3293579450000834,g5,1.8117130979999274,pepper,5.194057483999586,0,4,3,2
1,23,SCIPRR_Cepstral,False,pr2,2.773317663999933,flash,1.5376410700000633,poli,5.627841675999662,0,4,2,3
1,23,syn_Dublin_F,False,pr2,1.3572890099999313,pepper,14.050082895000287,flash,6.268315644999802,0,3,3,2
1,23,Stevie_Cereproc,False,stevie,4.785179154999696,sciprr,2.7716135240002586,pr2,7.28733471500027,0,2,2,2
1,23,ROS_Festival,False,poli,3.5059630050000123,icub,15.452755332999914,flash,0.6646149579996745,0,2,1,1
1,23,Rome_F,False,g5,7.622120711000207,poli,1.3328646929999195,pepper,2.9505730040000344,0,3,3,3
1,23,syn_Dublin_M,False,pr2,5.322609923000073,flash,7.445900500999869,sciprr,0.6998462749997998,0,3,1,3
1,23,Cali_M,False,pr2,5.038662317999751,flash,5.063141033999727,stevie,4.036883251999825,0,3,1,1
1,23,G5_Icub_Acapela,False,g5,10.217622732000109,flash,3.064061411000239,stevie,1.7833750630002214,0,3,1,1
1,23,syn_Cali_F,False,poli,3.220322627999849,pepper,1.9739822920000734,g5,2.6045148560001508,0,4,3,2
1,23,syn_Rome_M,False,pr2,3.0270360960003018,flash,3.0159457350000594,poli,10.138502549999885,0,3,2,2
