trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,task_1,task_1_raw,task_1_duration,task_2,dummy,key_resp_3.keys,key_resp_3.rt,date,expName,frameRate,session,participant,
,,,,,,,,,down,0.8181710220005698,2018_Aug_23_1225,Robot_Voice,2518.47807354,001,,
