trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,word,colour,congruent,corrAns,key_resp_3.keys,key_resp_3.rt,date,frameRate,expName,session,participant,
,,,,,,,,down,0.46462846137,2018_Aug_22_2311,59.86494278736649,Robot_Voice,001,,
