trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_3.keys,key_resp_3.rt,date,frameRate,expName,session,participant,
,,,,down,0.40366507462,2018_Aug_23_0854,60.06907492111365,Robot_Voice,001,,
