ID, voice, choice1, t1, s1, choice2, t2, s2, choice3, t3, s3 
dummy,pr2,robot_1,9.55165663400112,10,robot_4,1.238775458001328,10,robot_3,1.0179104589988128,10
dummy,pepper,robot_3,67.90690695000012,10,robot_1,0.42295566899701953,10,robot_5,0.5101217650008039,10
