TestID, UserID, voice, repeated, choice1, t1, choice2, t2, choice3, t3, resetEval, s1, s2, s3 
1,1,training,False,r2d2,8.94847682299951,walle,4.721358799000882,c3p0,2.073086846001388,0,5,4,3
1,1,G5_Icub_Acapela,False,g5,8.188773040998058,flash,15.555896813999425,sciprr,3.9215561429991794,0,5,4,3
1,1,Dublin_F,False,pepper,11.241746457999398,icub,4.513039363999269,stevie,1.4414686339987384,0,4,3,2
1,1,syn_Dublin_M,False,flash,9.14856801499991,poli,2.9540131100002327,sciprr,0.5601412409996556,0,5,4,4
1,1,Rome_F,False,icub,4.266926925000007,pepper,3.0226935820028302,g5,2.9549252210017585,0,3,3,2
1,1,Dublin_M,False,stevie,1.5772350240004016,pr2,3.7604530559983687,g5,4.416304202997708,0,5,4,3
1,1,syn_Cali_F,False,g5,9.427228434000426,icub,4.013369607000641,flash,1.2252318639984878,0,4,4,3
1,1,syn_Rome_M,False,sciprr,2.7996741870010737,g5,1.7013125449993822,poli,0.14996450699982233,0,2,2,1
1,1,ROS_Festival,False,sciprr,5.997966087998066,stevie,0.9922075329996005,flash,1.9733321480016457,0,4,4,3
1,1,syn_Cali_M,False,pr2,1.6021759809991636,stevie,0.9930994169990299,g5,3.1701709750013833,0,5,4,3
1,1,Flash_Cereproc,False,pepper,1.73558555800264,stevie,3.7769609930001025,icub,1.0876254600007087,0,5,4,3
1,1,Stevie_Cereproc,False,stevie,1.1996948060004797,pr2,8.155282982002973,g5,0.798720956001489,0,5,5,4
1,1,Poli_Polly,False,pepper,2.7737145669998426,stevie,0.6332082440021622,g5,3.1639129010000033,0,5,4,4
1,1,syn_Rome_F,False,poli,4.234791114002292,flash,3.7326829049998196,sciprr,0.831896603001951,0,5,4,3
1,1,PR2_Cepstral,False,stevie,1.6881019239990565,pr2,0.40555640200182097,g5,0.7964515319981729,0,5,4,4
1,1,syn_Dublin_F,False,stevie,2.2725193969999964,pepper,0.5709170529989933,icub,4.026259154001309,0,5,4,4
1,1,Cali_F,False,icub,2.7175300529997912,sciprr,1.1307132889996865,poli,1.1941176789987367,0,5,4,4
1,1,Cali_M,False,stevie,0.742890924000676,pepper,3.8046787890016276,pr2,0.574840689998382,0,5,4,4
1,1,Reem_Acapela,False,g5,2.4040150999971956,pr2,5.830702270002803,icub,0.5022565180006495,0,5,4,4
1,1,SCIPRR_Cepstral,False,poli,1.8681072289982694,icub,1.907751073998952,sciprr,0.6456099659990286,0,5,5,4
1,1,Pepper_Default,False
1,1,Pepper_Default,True,flash,2.5787662330003513,poli,1.1069833689980442,sciprr,0.43237203500029864,0,5,4,4
1,1,Rome_M,False,icub,5.270763368000189,sciprr,3.417174657999567,flash,0.7351173640017805,0,5,5,4
