TestID, UserID, voice, repeated, choice1, t1, choice2, t2, choice3, t3, resetEval, s1, s2, s3 
1,71,training,False,c3p0,7.043326824999895,chappie,2.033223739999812,sonny,1.2884353940007713,0,4,3,3
1,71,Flash_Cereproc,False,g5,7.447989677000805,flash,5.473913480000192,poli,11.864481627000714,0,4,2,2
1,71,Pepper_Default,False,pepper,5.72558129799836,pr2,3.7699079980011447,poli,2.0030802490000497,0,4,3,2
1,71,Rome_F,False
1,71,Rome_F,True,pr2,3.575878917999944,flash,1.3546625819999463,poli,3.4338510999987193,0,3,3,3
1,71,G5_Icub_Acapela,False,poli,5.127897432001191,flash,2.697742409000057,pr2,5.372897765999369,0,3,3,3
1,71,SCIPRR_Cepstral,False,icub,5.686548125999252,pepper,1.3454820709994237,g5,0.9053715490008472,0,3,3,2
1,71,Rome_M,False,poli,3.921565909999117,pr2,3.1678504640003666,sciprr,0.8020987980016798,0,4,3,3
1,71,syn_Dublin_M,False,pr2,5.096184645999529,poli,1.4751423510006134,flash,1.4575793470012286,0,4,4,3
1,71,Reem_Acapela,False,g5,4.537634371999957,icub,0.49959621299967694,pepper,1.5502322529991943,1
1,71,Reem_Acapela,True,g5,0.9043378110000049,icub,1.1636190620010893,pepper,0.8897423970011005,0,4,3,3
1,71,Dublin_M,False,flash,6.195521716999792,pr2,0.3881414320003387,poli,3.027218631999858,0,3,3,2
1,71,syn_Dublin_F,False,g5,5.343634611999732,icub,1.3791040150008484,sciprr,1.0726487550000456,0,3,3,2
1,71,syn_Cali_M,False,pr2,1.5837469640009658,poli,0.8731231390011089,flash,0.5216714930011221,0,3,3,3
1,71,PR2_Cepstral,False,pr2,3.334212199999456,sciprr,0.8952984150000702,stevie,0.4247308260000864,0,3,3,2
1,71,Stevie_Cereproc,False,flash,2.5878367430013896,sciprr,1.4365641749991482,poli,1.2990489490002801,0,3,2,3
1,71,syn_Cali_F,False,poli,2.3604392529996403,pr2,4.7302744680000615,flash,0.5073811799993564,0,4,3,3
1,71,Cali_M,False,sciprr,2.7210345189996588,icub,6.375675356001011,pr2,0.5609486379998998,0,3,2,2
1,71,syn_Rome_M,False,poli,2.345521577000909,flash,1.309184408000874,pr2,1.6283010950010066,0,4,3,3
1,71,syn_Rome_F,False,icub,5.4589821210011,g5,1.2813672419997602,poli,0.513056935998975,0,3,2,2
1,71,ROS_Festival,False,flash,3.8081824959990627,poli,0.4606190710001101,pr2,0.8349600390010892,0,3,3,3
1,71,Dublin_F,False,pepper,4.887501039000199,icub,0.8422492619993136,g5,0.6177888950005581,0,4,3,3
1,71,Cali_F,False,g5,4.846940913999788,icub,0.7927855649995763,sciprr,2.3461333510003897,0,4,4,2
1,71,Poli_Polly,False,g5,2.865913884999827,icub,1.9679799869991257,pepper,2.0429332069998054,0,4,3,3
