trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,task_1,task_1_raw,task_1_duration,task_2,dummy,key_resp_3.keys,key_resp_3.rt,expName,frameRate,session,participant,date,
,,,,,,,,,down,0.6699608019998777,Robot_Voice,2465.78963483,001,,2018_Aug_23_1243,
