voice1,task_1_raw,task_1_duration,task_2,task_2_raw,task_2_duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_3.keys,key_resp_3.rt,response.keys,response.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,down,0.688622612666,,,2018_Aug_23_0937,60.01087355619574,Robot_Voice,001,,
sounds/pepper_sydney/sentence_05.wav,2,3,pepper_sydney/sentence_02,6.0,7.0,0,0,0,1,,,down,2.12431268008,2018_Aug_23_0937,60.01087355619574,Robot_Voice,001,,
