TestID, UserID, voice, choice1, t1, choice2, t2, choice3, t3, reset, s1, s2, s3 
1,s,syn_Dublin_M,stevie,0.6864302289995976,pepper,0.24404678100017918,sciprr,0.3896357019998504,0,4,2,2
1,s,syn_Rome_F,icub,0.5458912979997876,flash,0.5320484889998625,pr2,0.30851685000016005,0,4,4,3
1,s,SCIPRR_Cepstral,stevie,0.5106888250002157,pepper,0.1469479060001504,sciprr,0.3729725650000546,0,4,2,3
