ID, voice, choice1, t1, choice2, t2, choice3, t3, reset, s1, s2, s3 
dummy,pepper,stevie,13.790129079000025,sciprr,2.4014718539999933,pr2,1.0452309329999991,1
dummy,pepper,stevie,75.23458151600002,pepper,0.5166927650000162,sciprr,0.4818436759999827,0,5,3,3
dummy,pr2,stevie,4.952782576999994,pepper,0.8355551590000232,sciprr,5.16966258299999,0,4,3,2
