ID, voice, choice1, t1, s1, choice2, t2, s2, choice3, t3, s3 
dummy,pepper,robot_7,2.683799229000215,2,robot_1,0.6132333860000472,3,robot_3,0.5381751519998943,4,button,3.2153863690000435,3,robot_5,0.6349110930000279,2
