TestID, UserID, voice, repeated, choice1, t1, choice2, t2, choice3, t3, resetEval, s1, s2, s3 
1,16,training,False,chappie,14.950886747000027,sonny,7.608494851000046,ava,1.8162646430000677,0,3,3,2
1,16,syn_Dublin_M,False
1,16,syn_Dublin_M,True,sciprr,4.369970697000099,pepper,10.927348959000028,flash,2.245220357999983,0,4,3,2
1,16,ROS_Festival,False
1,16,ROS_Festival,True,pr2,5.984198108999976,poli,11.964533152999934,flash,4.239341104999994,0,4,3,3
1,16,Dublin_F,False
1,16,Dublin_F,True,g5,2.774146160999976,pepper,6.292805426000086,icub,2.3734638949999862,0,5,4,3
1,16,Reem_Acapela,False
1,16,Reem_Acapela,True,flash,14.213472421999995,sciprr,2.06843501700007,poli,3.4155856869999752,0,4,4,3
1,16,Dublin_M,False
1,16,Dublin_M,True,stevie,14.44598514200004,pr2,13.986344832999976,pepper,3.0269064120000166,0,4,2,3
1,16,Rome_M,False,g5,4.579315932999862,pepper,7.945343030999993,pr2,2.752448422000043,0,5,3,2
1,16,Cali_M,False,sciprr,1.8239064060001056,g5,9.277396931000112,poli,1.1888919819998591,0,5,3,4
1,16,syn_Cali_M,False
1,16,syn_Cali_M,True,pepper,2.9749636819999523,pr2,3.238201436999816,icub,3.2567212960000234,0,5,4,3
1,16,Cali_F,False,g5,4.776342800000066,sciprr,11.208444019999888,poli,1.124212746000012,1
1,16,Cali_F,True,sciprr,2.4919816799999808,g5,5.226712200000065,icub,7.755165700999896,0,4,3,4
1,16,syn_Dublin_F,False,g5,7.672462574000065,pr2,8.450301353999976,pepper,9.677859287000047,0,3,4,4
1,16,PR2_Cepstral,False,pepper,5.7746575379999285,pr2,3.754408452000007,poli,1.7385487990000001,0,4,4,3
1,16,Poli_Polly,False,g5,17.313734263000015,poli,3.9730993140001374,sciprr,1.016337922000048,0,4,3,3
1,16,syn_Rome_F,False,poli,5.300334023000005,pepper,1.7461711419998664,pr2,1.6018363109999427,0,4,4,3
1,16,Stevie_Cereproc,False,pr2,13.659756961000085,poli,6.124230359999956,g5,0.6315532950000033,1
1,16,Stevie_Cereproc,True,pr2,7.321667920999971,poli,2.889033971999879,g5,0.6829099300000507,0,4,3,2
1,16,Rome_F,False,stevie,9.58311655700004,g5,7.576730536000014,poli,7.44978412699993,0,4,3,2
1,16,syn_Cali_F,False,pr2,5.310097324000026,g5,3.35344595499987,poli,1.08252908999998,0,4,4,4
1,16,G5_Icub_Acapela,False,stevie,23.072801259000016,flash,6.463620791000039,pepper,7.349259132000043,0,4,4,3
1,16,SCIPRR_Cepstral,False,g5,5.993498332000172,sciprr,7.551424114999918,poli,17.06619208699999,1
1,16,SCIPRR_Cepstral,True,stevie,3.211238005000041,flash,8.023237625000093,sciprr,2.1780692929999077,0,4,3,3
1,16,Flash_Cereproc,False,pepper,5.0256227090001175,g5,3.9021312169998055,poli,4.627039405999994,0,4,3,4
1,16,Pepper_Default,False,icub,5.353309392000028,pepper,4.953635923999855,flash,4.417899392999971,0,3,3,4
1,16,syn_Rome_M,False,poli,5.702912787000059,pr2,4.547527188999993,g5,1.3494200499999351,0,3,4,3
