ID, voice, choice1, t1, s1, choice2, t2, s2, choice3, t3, s3 
dummy,pr2,robot_1,2.1999101159999555,10,robot_4,0.4094714429999158,10,robot_2,0.3640534989999651,10,4,4,4
dummy,pepper,robot_3,0.820221177999997,10,robot_4,0.3257051350000211,10,4,4,4
dummy,pepper,robot_3,3.572408229000075,10,robot_4,0.44853776599995854,10,robot_2,0.7397438950000605,10,3,3,4
